n	Experimental	Theoretical
14638	190.54000	193.06828
14639	194.54800	193.07488
14640	192.11800	193.08147
14641	192.21500	193.08806
14642	191.18200	193.09466
14643	191.21000	193.10125
14644	191.11800	193.10784
14645	195.56900	193.11444
14646	192.15700	193.12103
14647	192.40400	193.12762
14648	194.63300	193.13422
14649	190.60600	193.14081
14650	193.63600	193.14740
14651	194.87600	193.15399
14652	189.75800	193.16059
14653	189.89800	193.16718
14654	196.89000	193.17377
14655	191.48200	193.18036
14656	191.32700	193.18695
14657	191.13500	193.19354
14658	191.53800	193.20013
14659	187.50100	193.20672
14660	189.49100	193.21331
14661	193.97300	193.21990
14662	189.90800	193.22649
14663	195.22000	193.23308
14664	194.10600	193.23967
14665	194.99500	193.24626
14666	191.38800	193.25285
14667	193.24000	193.25943
14668	193.07900	193.26602
14669	194.95500	193.27261
14670	193.63500	193.27920
14671	194.61900	193.28579
14672	193.60300	193.29237
14673	194.67100	193.29896
14674	193.46900	193.30555
14675	193.79600	193.31213
14676	190.95200	193.31872
14677	191.27300	193.32531
14678	195.30600	193.33189
14679	197.31000	193.33848
14680	193.61500	193.34506
14681	192.01400	193.35165
14682	191.91200	193.35823
14683	193.08900	193.36482
14684	188.94800	193.37140
14685	193.55500	193.37799
14686	195.64900	193.38457
14687	191.35100	193.39115
14688	194.05600	193.39774
14689	195.19500	193.40432
14690	193.51900	193.41090
14691	193.66800	193.41749
14692	194.24200	193.42407
14693	193.18700	193.43065
14694	195.58600	193.43723
14695	192.11700	193.44382
14696	196.07700	193.45040
14697	194.67600	193.45698
14698	192.78200	193.46356
14699	191.97800	193.47014
14700	188.64100	193.47672
14701	193.19400	193.48330
14702	191.80900	193.48988
14703	194.92100	193.49647
14704	193.94700	193.50305
14705	195.84800	193.50963
14706	192.96100	193.51620
14707	193.59300	193.52278
14708	192.68500	193.52936
14709	192.19600	193.53594
14710	194.89000	193.54252
14711	195.06900	193.54910
14712	195.55200	193.55568
14713	192.56400	193.56226
14714	196.22500	193.56883
14715	193.16500	193.57541
14716	194.97500	193.58199
14717	194.15000	193.58857
14718	194.16400	193.59514
14719	191.73600	193.60172
14720	194.33200	193.60830
14721	194.51500	193.61487
14722	191.61500	193.62145
14723	193.81700	193.62802
14724	194.65100	193.63460
14725	195.60000	193.64117
14726	194.57000	193.64775
14727	191.39000	193.65432
14728	194.39900	193.66090
14729	193.46400	193.66747
14730	189.57500	193.67405
14731	192.16800	193.68062
14732	194.29200	193.68720
14733	193.40900	193.69377
14734	192.73800	193.70034
14735	193.66400	193.70692
14736	192.68400	193.71349
14737	193.44800	193.72006
14738	194.02300	193.72663
14739	195.96700	193.73321
14740	193.08500	193.73978
14741	193.39100	193.74635
14742	192.75600	193.75292
14743	189.26900	193.75949
14744	191.84000	193.76606
14745	193.68600	193.77264
14746	189.13500	193.77921
14747	192.79600	193.78578
14748	193.93300	193.79235
14749	197.88700	193.79892
14750	193.84500	193.80549
14751	194.10900	193.81206
14752	195.01000	193.81863
14753	196.19200	193.82519
14754	191.64100	193.83176
14755	195.57400	193.83833
14756	195.66200	193.84490
14757	193.10000	193.85147
14758	194.45200	193.85804
14759	195.66800	193.86460
14760	196.99300	193.87117
14761	194.82600	193.87774
14762	192.13900	193.88431
14763	195.45500	193.89087
14764	193.20300	193.89744
14765	194.42400	193.90401
14766	195.12800	193.91057
14767	194.50500	193.91714
14768	192.14000	193.92370
14769	191.81300	193.93027
14770	193.27000	193.93684
14771	193.65600	193.94340
14772	194.33600	193.94997
14773	196.86800	193.95653
14774	192.82700	193.96309
14775	193.04500	193.96966
14776	195.12600	193.97622
14777	194.84000	193.98279
14778	196.38900	193.98935
14779	194.07500	193.99591
14780	195.99200	194.00248
14781	196.62000	194.00904
14782	191.36500	194.01560
14783	192.80300	194.02216
14784	193.03000	194.02873
14785	194.13700	194.03529
14786	191.44900	194.04185
14787	196.09800	194.04841
14788	194.69000	194.05497
14789	192.16500	194.06153
14790	193.15000	194.06810
14791	193.09100	194.07466
14792	196.61600	194.08122
14793	192.21700	194.08778
14794	191.95200	194.09434
14795	193.62000	194.10090
14796	196.40100	194.10746
14797	192.51700	194.11402
14798	193.18300	194.12057
14799	195.66700	194.12713
14800	195.36800	194.13369
14801	195.22200	194.14025
14802	194.81300	194.14681
14803	190.75400	194.15337
14804	196.01600	194.15992
14805	192.31200	194.16648
14806	196.80000	194.17304
14807	193.88900	194.17960
14808	196.29600	194.18615
14809	192.80500	194.19271
14810	190.81700	194.19927
14811	193.49900	194.20582
14812	193.08600	194.21238
14813	190.34700	194.21894
14814	192.85700	194.22549
14815	195.34100	194.23205
14816	195.90900	194.23860
14817	192.53500	194.24516
14818	193.83100	194.25171
14819	196.46700	194.25827
14820	196.28100	194.26482
14821	191.73200	194.27137
14822	192.67900	194.27793
14823	192.51300	194.28448
14824	194.28400	194.29103
14825	190.90900	194.29759
14826	192.55900	194.30414
14827	193.39100	194.31069
14828	196.68800	194.31725
14829	195.48600	194.32380
14830	192.27300	194.33035
14831	191.17800	194.33690
14832	194.84000	194.34345
14833	193.90700	194.35000
14834	194.85800	194.35656
14835	196.58200	194.36311
14836	192.90400	194.36966
14837	193.59700	194.37621
14838	192.49200	194.38276
14839	193.65200	194.38931
14840	194.94500	194.39586
14841	195.60400	194.40241
14842	192.87600	194.40896
14843	193.26200	194.41551
14844	192.05700	194.42206
14845	191.09600	194.42860
14846	195.41500	194.43515
14847	194.47400	194.44170
14848	192.54300	194.44825
14849	193.88500	194.45480
14850	191.74800	194.46134
14851	193.63800	194.46789
14852	193.32200	194.47444
14853	193.92300	194.48099
14854	195.40600	194.48753
14855	196.13800	194.49408
14856	194.81400	194.50063
14857	193.30000	194.50717
14858	196.26100	194.51372
14859	193.37500	194.52026
14860	195.46000	194.52681
14861	192.92000	194.53335
14862	198.27700	194.53990
14863	195.83000	194.54644
14864	194.86200	194.55299
14865	192.92500	194.55953
14866	192.56400	194.56608
14867	193.34100	194.57262
14868	196.37900	194.57916
14869	196.16400	194.58571
14870	193.59200	194.59225
14871	193.01100	194.59879
14872	197.14500	194.60534
14873	197.91500	194.61188
14874	194.60800	194.61842
14875	195.52900	194.62496
14876	196.30900	194.63151
14877	197.11900	194.63805
14878	196.94500	194.64459
14879	193.30500	194.65113
14880	198.89800	194.65767
14881	194.28400	194.66421
14882	194.08700	194.67075
14883	196.57000	194.67729
14884	196.41600	194.68383
14885	193.30600	194.69037
14886	192.62500	194.69691
14887	198.82800	194.70345
14888	196.91200	194.70999
14889	195.07300	194.71653
14890	195.31200	194.72307
14891	192.64000	194.72961
14892	195.62400	194.73615
14893	194.23100	194.74268
14894	194.04300	194.74922
14895	193.43400	194.75576
14896	194.40800	194.76230
14897	193.01800	194.76883
14898	194.43300	194.77537
14899	192.45900	194.78191
14900	193.52700	194.78845
14901	195.67300	194.79498
14902	193.98300	194.80152
14903	194.97900	194.80805
14904	194.01900	194.81459
14905	196.43300	194.82113
14906	194.27800	194.82766
14907	196.29100	194.83420
14908	193.69200	194.84073
14909	194.33200	194.84727
14910	197.13300	194.85380
14911	195.71900	194.86033
14912	195.05300	194.86687
14913	197.91000	194.87340
14914	198.17500	194.87994
14915	194.18600	194.88647
14916	194.52100	194.89300
14917	196.08800	194.89953
14918	192.29900	194.90607
14919	195.01500	194.91260
14920	193.15200	194.91913
14921	194.05500	194.92566
14922	192.69400	194.93220
14923	198.06100	194.93873
14924	197.01700	194.94526
14925	195.31600	194.95179
14926	194.58200	194.95832
14927	193.86000	194.96485
14928	196.55300	194.97138
14929	196.19800	194.97791
14930	193.18100	194.98444
14931	192.58000	194.99097
14932	194.90500	194.99750
14933	196.60300	195.00403
14934	196.42000	195.01056
14935	196.64100	195.01709
14936	193.95700	195.02362
14937	197.02700	195.03015
14938	192.30300	195.03668
14939	192.17700	195.04320
14940	196.97700	195.04973
14941	198.16900	195.05626
14942	192.82500	195.06279
14943	196.59800	195.06931
14944	196.84100	195.07584
14945	193.08600	195.08237
14946	195.53400	195.08889
14947	196.10900	195.09542
14948	193.95900	195.10195
14949	194.31100	195.10847
14950	194.15900	195.11500
14951	195.56400	195.12152
14952	195.28400	195.12805
14953	195.02100	195.13457
14954	192.64600	195.14110
14955	196.13100	195.14762
14956	192.30000	195.15415
14957	196.31700	195.16067
14958	194.17500	195.16720
14959	192.80600	195.17372
14960	196.54300	195.18024
14961	194.60800	195.18677
14962	196.02600	195.19329
14963	194.00900	195.19981
14964	193.90100	195.20633
14965	195.80200	195.21286
14966	196.30100	195.21938
14967	196.24800	195.22590
14968	194.26500	195.23242
14969	193.53700	195.23894
14970	195.95300	195.24547
14971	197.02900	195.25199
14972	196.06200	195.25851
14973	192.33800	195.26503
14974	197.23100	195.27155
14975	195.67100	195.27807
14976	193.54100	195.28459
14977	196.18100	195.29111
14978	194.83200	195.29763
14979	196.48900	195.30415
14980	200.08000	195.31067
14981	194.46100	195.31719
14982	194.01500	195.32370
14983	199.38100	195.33022
14984	196.69500	195.33674
14985	197.48500	195.34326
14986	196.14800	195.34978
14987	194.57200	195.35630
14988	196.39300	195.36281
14989	194.52900	195.36933
14990	194.23300	195.37585
14991	195.21300	195.38236
14992	196.83100	195.38888
14993	196.69500	195.39540
14994	196.95500	195.40191
14995	198.55100	195.40843
14996	195.60000	195.41494
14997	197.21600	195.42146
14998	192.85300	195.42797
14999	197.98100	195.43449
15000	193.60500	195.44100
15001	198.25800	195.44752
15002	194.14700	195.45403
15003	194.19700	195.46055
15004	191.82600	195.46706
15005	197.54600	195.47358
15006	197.18400	195.48009
15007	196.51700	195.48660
15008	197.62300	195.49312
15009	195.93800	195.49963
15010	199.06500	195.50614
15011	197.63200	195.51265
15012	194.79900	195.51917
15013	194.59300	195.52568
15014	195.15700	195.53219
15015	193.25700	195.53870
15016	194.52600	195.54521
15017	196.17700	195.55172
15018	196.30000	195.55823
15019	196.79300	195.56474
15020	196.72400	195.57126
15021	195.98100	195.57777
15022	195.64400	195.58428
15023	196.27600	195.59079
15024	192.64300	195.59730
15025	194.43600	195.60380
15026	195.91900	195.61031
15027	194.77000	195.61682
15028	195.65600	195.62333
15029	197.48600	195.62984
15030	192.53000	195.63635
15031	196.92300	195.64286
15032	192.19300	195.64936
15033	195.26800	195.65587
15034	198.20100	195.66238
15035	195.40600	195.66889
15036	198.94200	195.67539
15037	197.47400	195.68190
15038	192.42600	195.68841
15039	195.50400	195.69491
15040	195.20500	195.70142
15041	194.68900	195.70793
15042	192.79200	195.71443
15043	198.28000	195.72094
15044	191.97300	195.72744
15045	194.80100	195.73395
15046	195.64400	195.74045
15047	194.82600	195.74696
15048	192.68000	195.75346
15049	194.48600	195.75996
15050	196.29500	195.76647
15051	197.13300	195.77297
15052	197.86400	195.77948
15053	191.51400	195.78598
15054	191.89100	195.79248
15055	194.27000	195.79899
15056	195.44900	195.80549
15057	193.66800	195.81199
15058	195.73100	195.81849
15059	196.42000	195.82499
15060	196.56800	195.83150
15061	198.79600	195.83800
15062	195.56300	195.84450
15063	195.21600	195.85100
15064	195.30100	195.85750
15065	193.11000	195.86400
15066	199.01600	195.87050
15067	199.71100	195.87700
15068	198.40200	195.88350
15069	192.96300	195.89000
15070	197.23700	195.89650
15071	195.29900	195.90300
15072	197.89200	195.90950
15073	199.06700	195.91600
15074	193.97300	195.92250
15075	193.78500	195.92900
15076	195.91300	195.93550
15077	199.97000	195.94199
15078	195.77300	195.94849
15079	195.16000	195.95499
15080	197.34900	195.96149
15081	194.78000	195.96799
15082	193.75500	195.97448
15083	193.91900	195.98098
15084	195.87200	195.98748
15085	196.87000	195.99397
15086	195.23500	196.00047
15087	195.37600	196.00696
15088	196.53600	196.01346
15089	194.41000	196.01996
15090	196.28100	196.02645
15091	197.79700	196.03295
15092	197.05800	196.03944
15093	196.16100	196.04594
15094	198.01100	196.05243
15095	197.42800	196.05892
15096	195.50900	196.06542
15097	192.62700	196.07191
15098	196.65700	196.07841
15099	195.91300	196.08490
15100	196.42700	196.09139
15101	195.35800	196.09789
15102	196.62400	196.10438
15103	192.41600	196.11087
15104	197.03400	196.11736
15105	196.85500	196.12386
15106	194.04500	196.13035
15107	198.91500	196.13684
15108	196.78200	196.14333
15109	193.06200	196.14982
15110	196.63100	196.15631
15111	196.61500	196.16280
15112	197.83600	196.16929
15113	195.06100	196.17578
15114	197.04900	196.18227
15115	198.28500	196.18876
15116	196.20300	196.19525
15117	198.12400	196.20174
15118	193.56400	196.20823
15119	190.96000	196.21472
15120	196.61300	196.22121
15121	193.88100	196.22770
15122	195.73500	196.23419
15123	198.37300	196.24068
15124	198.19700	196.24716
15125	198.29100	196.25365
15126	196.39500	196.26014
15127	195.94400	196.26663
15128	195.99600	196.27311
15129	196.21600	196.27960
15130	194.21600	196.28609
15131	197.88500	196.29258
15132	195.81000	196.29906
15133	195.87000	196.30555
15134	196.66600	196.31203
15135	195.34500	196.31852
15136	198.85500	196.32500
15137	195.54300	196.33149
15138	194.40100	196.33798
15139	199.72200	196.34446
15140	195.91600	196.35094
15141	195.90800	196.35743
15142	198.37800	196.36391
15143	197.59100	196.37040
15144	195.93600	196.37688
15145	193.48000	196.38336
15146	198.30900	196.38985
15147	197.58700	196.39633
15148	193.38900	196.40281
15149	196.70600	196.40930
15150	195.93500	196.41578
15151	195.68200	196.42226
15152	199.35300	196.42874
15153	200.69100	196.43523
15154	196.93100	196.44171
15155	198.90800	196.44819
15156	196.31800	196.45467
15157	199.89400	196.46115
15158	195.04200	196.46763
15159	197.64600	196.47411
15160	199.74400	196.48059
15161	196.50800	196.48707
15162	196.63400	196.49355
15163	194.42900	196.50003
15164	195.67500	196.50651
15165	194.55700	196.51299
15166	194.52100	196.51947
15167	195.10400	196.52595
15168	196.60600	196.53243
15169	197.82300	196.53891
15170	199.09900	196.54538
15171	197.24700	196.55186
15172	196.92600	196.55834
15173	197.76600	196.56482
15174	193.93200	196.57129
15175	196.55300	196.57777
15176	198.26300	196.58425
15177	196.05700	196.59072
15178	199.82100	196.59720
15179	198.70100	196.60368
15180	194.83000	196.61015
15181	197.41500	196.61663
15182	194.88500	196.62311
15183	197.06200	196.62958
15184	194.03800	196.63606
15185	196.52900	196.64253
15186	195.02900	196.64901
15187	197.65900	196.65548
15188	196.73700	196.66195
15189	196.14800	196.66843
15190	194.32600	196.67490
15191	194.04500	196.68138
15192	194.71400	196.68785
15193	200.08600	196.69432
15194	199.08100	196.70080
15195	198.02600	196.70727
15196	198.83100	196.71374
15197	193.86100	196.72021
15198	200.01200	196.72669
15199	196.23400	196.73316
15200	196.09800	196.73963
15201	196.18500	196.74610
15202	194.45900	196.75257
15203	195.49000	196.75904
15204	199.31400	196.76552
15205	198.20500	196.77199
15206	195.80700	196.77846
15207	194.94800	196.78493
15208	194.04600	196.79140
15209	195.98500	196.79787
15210	196.79800	196.80434
15211	192.49700	196.81081
15212	197.51800	196.81728
15213	196.24500	196.82374
15214	194.52000	196.83021
15215	197.29700	196.83668
15216	194.67700	196.84315
15217	199.14600	196.84962
15218	199.35700	196.85609
15219	196.72200	196.86255
15220	192.62700	196.86902
15221	198.30200	196.87549
15222	195.65500	196.88196
15223	198.21300	196.88842
15224	196.61600	196.89489
15225	196.09800	196.90136
15226	198.16200	196.90782
15227	195.52500	196.91429
15228	194.78700	196.92075
15229	195.99400	196.92722
15230	196.91400	196.93369
15231	195.92200	196.94015
15232	193.59500	196.94662
15233	198.11700	196.95308
15234	196.77500	196.95955
15235	198.19900	196.96601
15236	197.01100	196.97247
15237	200.03600	196.97894
15238	194.16900	196.98540
15239	196.94600	196.99186
15240	198.02500	196.99833
15241	198.37000	197.00479
15242	198.24400	197.01125
15243	194.25500	197.01772
15244	197.21100	197.02418
15245	195.59600	197.03064
15246	195.64400	197.03710
15247	197.20800	197.04357
15248	194.42500	197.05003
15249	199.01400	197.05649
15250	197.52200	197.06295
15251	196.83900	197.06941
15252	201.56400	197.07587
15253	193.18000	197.08233
15254	196.85600	197.08879
15255	195.92400	197.09525
15256	200.19600	197.10171
15257	196.01200	197.10817
15258	198.52800	197.11463
15259	196.07500	197.12109
15260	198.66400	197.12755
15261	197.69600	197.13401
15262	195.92800	197.14047
15263	197.67800	197.14693
15264	198.72500	197.15338
15265	198.38700	197.15984
15266	199.17500	197.16630
15267	197.71600	197.17276
15268	197.23600	197.17921
15269	193.78500	197.18567
15270	195.43800	197.19213
15271	199.73500	197.19859
15272	198.70100	197.20504
15273	198.13100	197.21150
15274	195.89700	197.21795
15275	197.63600	197.22441
15276	198.90800	197.23087
15277	195.26100	197.23732
15278	197.67300	197.24378
15279	197.29900	197.25023
15280	197.88300	197.25669
15281	196.29100	197.26314
15282	197.19400	197.26960
15283	198.68000	197.27605
15284	194.88400	197.28250
15285	194.95900	197.28896
15286	195.04300	197.29541
15287	196.49600	197.30186
15288	197.13300	197.30832
15289	197.26600	197.31477
15290	197.35200	197.32122
15291	195.25700	197.32768
15292	197.22000	197.33413
15293	197.33700	197.34058
15294	198.93900	197.34703
15295	196.65400	197.35348
15296	195.96200	197.35994
15297	196.01600	197.36639
15298	199.41900	197.37284
15299	198.22000	197.37929
15300	194.98200	197.38574
15301	198.44000	197.39219
15302	196.68200	197.39864
15303	195.90500	197.40509
15304	200.27300	197.41154
15305	195.20400	197.41799
15306	198.95700	197.42444
15307	195.03500	197.43089
15308	195.65900	197.43734
15309	198.93600	197.44379
15310	199.72600	197.45023
15311	196.49000	197.45668
15312	194.84600	197.46313
15313	194.16500	197.46958
15314	196.87100	197.47603
15315	195.93600	197.48247
15316	193.00300	197.48892
15317	197.31800	197.49537
15318	197.71300	197.50181
15319	196.05300	197.50826
15320	193.08100	197.51471
15321	199.74300	197.52115
15322	197.03500	197.52760
15323	198.95500	197.53405
15324	200.06000	197.54049
15325	197.08700	197.54694
15326	197.75100	197.55338
15327	198.02300	197.55983
15328	197.88100	197.56627
15329	196.58600	197.57272
15330	201.56100	197.57916
15331	199.79400	197.58560
15332	199.39500	197.59205
15333	198.06500	197.59849
15334	196.94400	197.60494
15335	195.91200	197.61138
15336	199.08800	197.61782
15337	196.79600	197.62426
15338	193.98200	197.63071
15339	199.93700	197.63715
15340	197.22300	197.64359
15341	199.60100	197.65003
15342	195.05500	197.65648
15343	195.15500	197.66292
15344	198.52500	197.66936
15345	197.81300	197.67580
15346	196.08400	197.68224
15347	197.77300	197.68868
15348	196.81000	197.69512
15349	193.53700	197.70156
15350	196.30900	197.70800
15351	200.08700	197.71444
15352	201.24700	197.72088
15353	197.25500	197.72732
15354	198.83200	197.73376
15355	194.84400	197.74020
15356	198.76900	197.74664
15357	201.08800	197.75308
15358	197.98900	197.75952
15359	196.16200	197.76595
15360	198.26700	197.77239
15361	201.97300	197.77883
15362	195.61300	197.78527
15363	199.47300	197.79170
15364	196.68700	197.79814
15365	195.38200	197.80458
15366	195.13800	197.81102
15367	198.48200	197.81745
15368	195.01800	197.82389
15369	198.99200	197.83032
15370	195.45000	197.83676
15371	198.12900	197.84320
15372	196.35000	197.84963
15373	198.75400	197.85607
15374	197.65200	197.86250
15375	198.61900	197.86894
15376	197.27300	197.87537
15377	199.85200	197.88181
15378	197.17100	197.88824
15379	197.25500	197.89467
15380	201.46300	197.90111
15381	195.05900	197.90754
15382	197.17000	197.91397
15383	197.57800	197.92041
15384	200.18500	197.92684
15385	197.63600	197.93327
15386	199.35900	197.93971
15387	198.71500	197.94614
15388	197.79300	197.95257
15389	198.99100	197.95900
15390	197.73600	197.96543
15391	198.76200	197.97187
15392	196.89600	197.97830
15393	197.87000	197.98473
15394	200.54700	197.99116
15395	196.44100	197.99759
15396	199.69600	198.00402
15397	195.24400	198.01045
15398	196.58100	198.01688
15399	199.51100	198.02331
15400	200.35200	198.02974
15401	195.65300	198.03617
15402	198.00600	198.04260
15403	195.79500	198.04903
15404	197.82900	198.05546
15405	198.22800	198.06189
15406	197.12500	198.06831
15407	197.77400	198.07474
15408	199.63500	198.08117
15409	196.67700	198.08760
15410	199.93900	198.09403
15411	196.33000	198.10045
15412	195.39800	198.10688
15413	195.89000	198.11331
15414	199.96100	198.11973
15415	198.22500	198.12616
15416	196.07700	198.13259
15417	196.92100	198.13901
15418	199.18900	198.14544
15419	197.14100	198.15186
15420	196.49700	198.15829
15421	196.44400	198.16471
15422	197.25600	198.17114
15423	201.55900	198.17756
15424	197.34100	198.18399
15425	198.14100	198.19041
15426	198.94600	198.19684
15427	197.28500	198.20326
15428	199.89400	198.20969
15429	195.67500	198.21611
15430	200.40300	198.22253
15431	198.51500	198.22896
15432	200.01000	198.23538
15433	200.77300	198.24180
15434	199.83100	198.24822
15435	197.48500	198.25465
15436	197.06200	198.26107
15437	198.23100	198.26749
15438	196.15600	198.27391
15439	194.67200	198.28033
15440	196.11800	198.28675
15441	198.27400	198.29318
15442	199.40800	198.29960
15443	195.28000	198.30602
15444	195.30700	198.31244
15445	201.40200	198.31886
15446	196.52900	198.32528
15447	200.15700	198.33170
15448	198.44200	198.33812
15449	201.12300	198.34454
15450	200.92700	198.35096
15451	199.66400	198.35738
15452	199.32400	198.36379
15453	198.07600	198.37021
15454	198.72400	198.37663
15455	200.57700	198.38305
15456	196.81000	198.38947
15457	196.06600	198.39589
15458	197.18400	198.40230
15459	200.54100	198.40872
15460	200.49900	198.41514
15461	201.87800	198.42155
15462	201.34800	198.42797
15463	196.60800	198.43439
15464	197.23600	198.44080
15465	200.52600	198.44722
15466	202.39900	198.45364
15467	198.55000	198.46005
15468	199.77700	198.46647
15469	199.15500	198.47288
15470	197.74900	198.47930
15471	199.46300	198.48571
15472	196.07200	198.49213
15473	195.58100	198.49854
15474	199.43800	198.50496
15475	200.39200	198.51137
15476	196.69900	198.51778
15477	198.53900	198.52420
15478	197.90400	198.53061
15479	197.92100	198.53702
15480	197.29900	198.54344
15481	198.58100	198.54985
15482	199.22400	198.55626
15483	200.60600	198.56267
15484	198.19700	198.56909
15485	197.46200	198.57550
15486	199.36000	198.58191
15487	200.23700	198.58832
15488	197.97900	198.59473
15489	198.34100	198.60114
15490	198.41000	198.60756
15491	198.19300	198.61397
15492	197.39500	198.62038
15493	198.65900	198.62679
15494	199.13200	198.63320
15495	194.85400	198.63961
15496	199.20400	198.64602
15497	196.02600	198.65243
15498	199.87400	198.65884
15499	197.06700	198.66524
15500	197.27800	198.67165
15501	196.78200	198.67806
15502	200.47700	198.68447
15503	199.81200	198.69088
15504	200.32100	198.69729
15505	200.56500	198.70369
15506	198.55900	198.71010
15507	196.10400	198.71651
15508	199.94000	198.72292
15509	199.51700	198.72932
15510	201.39600	198.73573
15511	199.32700	198.74214
15512	199.24000	198.74854
15513	197.09300	198.75495
15514	200.80800	198.76136
15515	200.09800	198.76776
15516	202.92000	198.77417
15517	196.90500	198.78057
15518	197.50500	198.78698
15519	201.40100	198.79338
15520	201.03300	198.79979
15521	197.41500	198.80619
15522	199.22100	198.81260
15523	198.94200	198.81900
15524	201.24200	198.82540
15525	200.51200	198.83181
15526	197.76800	198.83821
15527	197.37800	198.84461
15528	197.39400	198.85102
15529	197.31100	198.85742
15530	196.70900	198.86382
15531	201.14300	198.87023
15532	198.29900	198.87663
15533	201.14300	198.88303
15534	201.22000	198.88943
15535	197.80800	198.89583
15536	200.03100	198.90224
15537	200.38900	198.90864
15538	198.45300	198.91504
15539	197.92300	198.92144
15540	198.06800	198.92784
15541	198.21700	198.93424
15542	202.34000	198.94064
15543	202.98200	198.94704
15544	197.85700	198.95344
15545	201.01200	198.95984
15546	200.26500	198.96624
15547	199.64700	198.97264
15548	198.78100	198.97904
15549	199.99400	198.98544
15550	194.38100	198.99183
15551	200.13500	198.99823
15552	197.89400	199.00463
15553	201.14700	199.01103
15554	198.65800	199.01743
15555	199.05400	199.02382
15556	198.36300	199.03022
15557	201.44700	199.03662
15558	200.56700	199.04301
15559	197.87500	199.04941
15560	200.73200	199.05581
15561	197.78200	199.06220
15562	201.46300	199.06860
15563	196.89800	199.07500
15564	197.05800	199.08139
15565	198.61200	199.08779
15566	200.59100	199.09418
15567	199.51600	199.10058
15568	196.74400	199.10697
15569	201.74300	199.11337
15570	199.59600	199.11976
15571	197.59000	199.12616
15572	201.80000	199.13255
15573	197.30300	199.13894
15574	197.90600	199.14534
15575	200.02300	199.15173
15576	199.43900	199.15812
15577	198.69400	199.16452
15578	199.26300	199.17091
15579	201.32400	199.17730
15580	198.26700	199.18369
15581	197.29200	199.19009
15582	195.55500	199.19648
15583	200.54400	199.20287
15584	198.18400	199.20926
15585	200.16100	199.21565
15586	201.26600	199.22204
15587	200.56200	199.22844
15588	201.19700	199.23483
15589	196.22700	199.24122
15590	200.34600	199.24761
15591	196.32500	199.25400
15592	197.67500	199.26039
15593	202.71000	199.26678
15594	198.78900	199.27317
15595	200.84200	199.27956
15596	198.76000	199.28595
15597	194.80600	199.29233
15598	194.68200	199.29872
15599	201.41800	199.30511
15600	200.94500	199.31150
15601	201.44600	199.31789
15602	200.22700	199.32428
15603	196.02700	199.33066
15604	196.70300	199.33705
15605	198.40100	199.34344
15606	198.88700	199.34982
15607	200.85700	199.35621
15608	199.74600	199.36260
15609	199.54200	199.36898
15610	201.09900	199.37537
15611	198.53000	199.38176
15612	198.80500	199.38814
15613	202.12400	199.39453
15614	197.72700	199.40091
15615	199.32000	199.40730
15616	201.76000	199.41368
15617	202.54700	199.42007
15618	201.53900	199.42645
15619	199.31300	199.43284
15620	200.22900	199.43922
15621	201.53800	199.44561
15622	203.72600	199.45199
15623	200.29500	199.45837
15624	197.37400	199.46476
15625	200.83500	199.47114
15626	199.08300	199.47752
15627	198.30000	199.48391
15628	203.32800	199.49029
15629	200.81200	199.49667
15630	199.37900	199.50305
15631	197.74400	199.50943
15632	195.52300	199.51582
15633	202.04300	199.52220
15634	194.57200	199.52858
15635	200.95000	199.53496
15636	197.72800	199.54134
15637	198.87600	199.54772
15638	194.92000	199.55410
15639	199.00700	199.56048
15640	200.67200	199.56686
15641	198.38100	199.57324
15642	201.29300	199.57962
15643	198.44400	199.58600
15644	200.60200	199.59238
15645	202.02900	199.59876
15646	201.44900	199.60514
15647	198.23200	199.61152
15648	201.55100	199.61790
15649	199.18700	199.62428
15650	197.77100	199.63065
15651	199.31100	199.63703
15652	199.78900	199.64341
15653	198.26800	199.64979
15654	201.34600	199.65616
15655	196.79300	199.66254
15656	197.81400	199.66892
15657	197.56500	199.67529
15658	200.02300	199.68167
15659	201.50500	199.68805
15660	200.83300	199.69442
15661	201.68100	199.70080
15662	200.77400	199.70717
15663	200.38100	199.71355
15664	200.90100	199.71993
15665	199.96900	199.72630
15666	203.34600	199.73267
15667	197.28900	199.73905
15668	197.38300	199.74542
15669	199.87000	199.75180
15670	198.24400	199.75817
15671	201.14400	199.76455
15672	197.03900	199.77092
15673	199.00000	199.77729
15674	197.78800	199.78367
15675	202.15500	199.79004
15676	196.61300	199.79641
15677	203.15200	199.80278
15678	197.78100	199.80916
15679	202.55000	199.81553
15680	201.64400	199.82190
15681	200.41800	199.82827
15682	197.62300	199.83464
15683	200.15100	199.84102
15684	200.36500	199.84739
15685	199.97500	199.85376
15686	199.36500	199.86013
15687	198.36600	199.86650
15688	200.71200	199.87287
15689	197.37500	199.87924
15690	203.11300	199.88561
15691	197.80900	199.89198
15692	200.96400	199.89835
15693	198.81300	199.90472
15694	200.08500	199.91109
15695	196.95100	199.91746
15696	198.88600	199.92382
15697	198.69300	199.93019
15698	201.63500	199.93656
15699	199.43700	199.94293
15700	201.21100	199.94930
15701	200.26100	199.95567
15702	198.79800	199.96203
15703	199.10600	199.96840
15704	203.41000	199.97477
15705	197.32700	199.98113
15706	199.61800	199.98750
15707	200.73000	199.99387
15708	197.52900	200.00023
15709	206.76300	200.00660
15710	200.73100	200.01297
15711	199.80400	200.01933
15712	201.63300	200.02570
