n	Experimental	Theoretical
5405	119.00500	117.31888
5406	116.85000	117.32973
5407	117.73900	117.34058
5408	117.47800	117.35143
5409	118.23600	117.36228
5410	117.77300	117.37313
5411	117.62700	117.38398
5412	117.44200	117.39482
5413	115.91200	117.40567
5414	117.76400	117.41651
5415	117.94300	117.42736
5416	118.35900	117.43820
5417	119.15400	117.44904
5418	118.04600	117.45988
5419	116.83100	117.47072
5420	116.65600	117.48156
5421	117.02300	117.49240
5422	118.08200	117.50323
5423	117.05500	117.51407
5424	119.49800	117.52490
5425	116.76600	117.53574
5426	117.52100	117.54657
5427	118.05000	117.55740
5428	115.15400	117.56823
5429	118.49100	117.57906
5430	118.25100	117.58989
5431	116.63400	117.60071
5432	116.12100	117.61154
5433	117.30000	117.62237
5434	118.78300	117.63319
5435	117.78600	117.64401
5436	118.84000	117.65484
5437	117.10000	117.66566
5438	119.04200	117.67648
5439	116.85300	117.68730
5440	117.97900	117.69811
5441	119.22100	117.70893
5442	119.51200	117.71975
5443	116.56900	117.73056
5444	117.78800	117.74138
5445	117.59000	117.75219
5446	118.34500	117.76300
5447	117.68300	117.77382
5448	117.99500	117.78463
5449	119.03200	117.79544
5450	116.73700	117.80624
5451	118.35100	117.81705
5452	117.53200	117.82786
5453	119.61400	117.83866
5454	116.77400	117.84947
5455	118.80700	117.86027
5456	117.97600	117.87107
5457	116.63000	117.88187
5458	118.35000	117.89268
5459	120.81200	117.90347
5460	118.57100	117.91427
5461	118.60400	117.92507
5462	118.94100	117.93587
5463	117.64800	117.94666
5464	120.41400	117.95746
5465	119.56900	117.96825
5466	117.83500	117.97904
5467	117.31600	117.98984
5468	116.04700	118.00063
5469	118.03800	118.01142
5470	117.11700	118.02220
5471	117.18100	118.03299
5472	119.27200	118.04378
5473	118.59400	118.05456
5474	119.08000	118.06535
5475	117.61000	118.07613
5476	118.58100	118.08691
5477	116.88800	118.09770
5478	118.11700	118.10848
5479	116.36500	118.11926
5480	119.14000	118.13004
5481	118.01800	118.14081
5482	116.82600	118.15159
5483	119.72800	118.16237
5484	116.85800	118.17314
5485	116.87600	118.18392
5486	118.56300	118.19469
5487	117.02400	118.20546
5488	118.81400	118.21623
5489	118.97500	118.22700
5490	117.52000	118.23777
5491	116.79600	118.24854
5492	118.68700	118.25930
5493	119.59600	118.27007
5494	118.70700	118.28084
5495	118.46500	118.29160
5496	119.65200	118.30236
5497	117.98800	118.31313
5498	117.48400	118.32389
5499	118.61200	118.33465
5500	119.54500	118.34541
5501	117.49300	118.35616
5502	118.16700	118.36692
5503	117.99200	118.37768
5504	118.98400	118.38843
5505	118.78300	118.39919
5506	116.48600	118.40994
5507	119.42800	118.42069
5508	117.85700	118.43144
5509	115.39500	118.44219
5510	117.90500	118.45294
5511	117.02900	118.46369
5512	118.35300	118.47444
5513	120.21000	118.48519
5514	118.89400	118.49593
5515	118.01800	118.50668
5516	117.91500	118.51742
5517	118.71200	118.52816
5518	118.28300	118.53890
5519	119.83300	118.54964
5520	118.47700	118.56038
5521	119.77300	118.57112
5522	117.34100	118.58186
5523	120.45000	118.59260
5524	118.57800	118.60333
5525	119.40500	118.61407
5526	117.79100	118.62480
5527	116.81600	118.63553
5528	117.30600	118.64627
5529	115.83400	118.65700
5530	117.04500	118.66773
5531	117.82800	118.67846
5532	118.02700	118.68918
5533	118.36600	118.69991
5534	117.09100	118.71064
5535	118.24300	118.72136
5536	118.89000	118.73209
5537	119.25600	118.74281
5538	117.38200	118.75353
5539	118.34800	118.76425
5540	120.49500	118.77497
5541	119.40400	118.78569
5542	118.00900	118.79641
5543	119.26900	118.80713
5544	117.49800	118.81784
5545	118.47500	118.82856
5546	119.28500	118.83927
5547	119.17600	118.84999
5548	120.34300	118.86070
5549	119.40300	118.87141
5550	117.85600	118.88212
5551	120.03100	118.89283
5552	118.41500	118.90354
5553	118.98200	118.91425
5554	118.56700	118.92495
5555	119.04400	118.93566
5556	118.94600	118.94637
5557	119.13800	118.95707
5558	118.85200	118.96777
5559	118.33100	118.97847
5560	116.78100	118.98917
5561	119.56700	118.99987
5562	119.05900	119.01057
5563	119.48700	119.02127
5564	119.13000	119.03197
5565	116.60000	119.04267
5566	121.01500	119.05336
5567	119.51700	119.06405
5568	118.80000	119.07475
5569	117.73000	119.08544
5570	119.33200	119.09613
5571	121.02000	119.10682
5572	120.05600	119.11751
5573	121.03600	119.12820
5574	119.01200	119.13889
5575	119.18900	119.14957
5576	118.16700	119.16026
5577	118.82400	119.17094
5578	119.42100	119.18163
5579	118.32700	119.19231
5580	118.59400	119.20299
5581	119.88800	119.21367
5582	121.21300	119.22435
5583	119.09600	119.23503
5584	118.65500	119.24571
5585	118.96900	119.25639
5586	117.48000	119.26706
5587	118.78500	119.27774
5588	120.95400	119.28841
5589	120.36400	119.29908
5590	120.49200	119.30976
5591	120.66500	119.32043
5592	121.12300	119.33110
5593	118.55000	119.34177
5594	118.29300	119.35244
5595	118.38000	119.36310
5596	120.19700	119.37377
5597	119.85300	119.38444
5598	118.13500	119.39510
5599	121.79000	119.40576
5600	120.43700	119.41643
5601	118.33500	119.42709
5602	118.16100	119.43775
5603	120.85700	119.44841
5604	119.33900	119.45907
5605	119.02800	119.46973
5606	122.05700	119.48038
5607	120.60800	119.49104
5608	119.41400	119.50169
5609	119.41000	119.51235
5610	120.62400	119.52300
5611	119.27500	119.53365
5612	120.54400	119.54430
5613	118.84400	119.55495
5614	120.83200	119.56560
5615	119.38700	119.57625
5616	120.62500	119.58690
5617	118.64100	119.59755
5618	119.61400	119.60819
5619	122.33900	119.61884
5620	121.39100	119.62948
5621	121.19500	119.64012
5622	120.61100	119.65076
5623	118.52700	119.66141
5624	120.75100	119.67205
5625	119.84100	119.68268
5626	119.59600	119.69332
5627	121.70700	119.70396
5628	118.72700	119.71460
5629	118.88800	119.72523
5630	120.52400	119.73586
5631	119.66800	119.74650
5632	122.01400	119.75713
5633	120.23600	119.76776
5634	120.16200	119.77839
5635	119.36300	119.78902
5636	118.19100	119.79965
5637	118.93200	119.81028
5638	120.11000	119.82090
5639	119.89800	119.83153
5640	121.33700	119.84215
5641	118.15300	119.85278
5642	120.88600	119.86340
5643	120.54300	119.87402
5644	119.79700	119.88464
5645	118.85300	119.89526
5646	120.10000	119.90588
5647	120.80000	119.91650
5648	120.45900	119.92712
5649	120.84200	119.93774
5650	119.40600	119.94835
5651	119.39200	119.95897
5652	118.41100	119.96958
5653	119.96400	119.98019
5654	121.90600	119.99080
5655	120.07900	120.00141
5656	121.15500	120.01202
5657	119.87100	120.02263
5658	120.24400	120.03324
5659	118.34000	120.04385
5660	119.70400	120.05445
5661	121.31700	120.06506
5662	121.95200	120.07566
5663	122.18900	120.08627
5664	118.46000	120.09687
5665	120.21600	120.10747
5666	119.14400	120.11807
5667	121.53200	120.12867
5668	120.59500	120.13927
5669	118.34800	120.14986
5670	120.57900	120.16046
5671	120.52800	120.17106
5672	119.75400	120.18165
5673	122.52400	120.19225
5674	119.37800	120.20284
5675	118.97800	120.21343
5676	120.49800	120.22402
5677	119.72100	120.23461
5678	119.33500	120.24520
5679	120.67100	120.25579
5680	117.45100	120.26638
5681	120.77900	120.27696
5682	119.29200	120.28755
5683	119.76900	120.29813
5684	121.97200	120.30872
5685	121.21400	120.31930
5686	122.30600	120.32988
5687	121.14900	120.34046
5688	121.65100	120.35104
5689	120.72400	120.36162
5690	121.21000	120.37220
5691	119.90500	120.38277
5692	119.99500	120.39335
5693	120.40700	120.40393
5694	121.38600	120.41450
5695	119.93800	120.42507
5696	120.28200	120.43565
5697	118.52500	120.44622
5698	121.34600	120.45679
5699	119.96900	120.46736
5700	121.86800	120.47793
5701	119.89600	120.48849
5702	120.83800	120.49906
5703	120.90500	120.50963
5704	119.91100	120.52019
5705	121.67900	120.53076
5706	120.80100	120.54132
5707	120.56800	120.55188
5708	119.24100	120.56244
5709	121.52300	120.57300
5710	119.48900	120.58356
5711	121.29100	120.59412
5712	119.70200	120.60468
5713	118.69200	120.61524
5714	119.60000	120.62579
5715	120.94800	120.63635
5716	120.67200	120.64690
5717	121.31200	120.65745
5718	118.51400	120.66801
5719	119.68800	120.67856
5720	119.89000	120.68911
5721	121.28400	120.69966
5722	121.02700	120.71020
5723	122.34500	120.72075
5724	118.84100	120.73130
5725	120.41700	120.74184
5726	122.57300	120.75239
5727	121.67100	120.76293
5728	119.81600	120.77347
5729	121.20700	120.78402
5730	120.50300	120.79456
5731	120.01300	120.80510
5732	120.08900	120.81564
5733	121.13700	120.82618
5734	121.95600	120.83671
5735	120.57700	120.84725
5736	117.90600	120.85778
5737	120.59400	120.86832
5738	121.38500	120.87885
5739	120.84800	120.88939
5740	120.95500	120.89992
5741	120.84200	120.91045
5742	120.76200	120.92098
5743	118.95900	120.93151
5744	119.71000	120.94204
5745	121.81000	120.95256
5746	121.74200	120.96309
5747	120.69500	120.97361
5748	120.10100	120.98414
5749	121.49500	120.99466
5750	119.27300	121.00518
5751	120.47400	121.01571
5752	121.45300	121.02623
5753	121.70500	121.03675
5754	121.60800	121.04727
5755	121.96800	121.05778
5756	120.60700	121.06830
5757	121.85900	121.07882
5758	120.84900	121.08933
5759	123.19600	121.09985
5760	120.02300	121.11036
5761	121.51300	121.12087
5762	122.96300	121.13139
5763	120.61000	121.14190
5764	120.12000	121.15241
5765	121.77400	121.16291
5766	121.30800	121.17342
5767	121.32800	121.18393
5768	123.21300	121.19444
5769	121.43800	121.20494
5770	120.96600	121.21545
5771	120.03900	121.22595
5772	119.41800	121.23645
5773	121.89200	121.24695
5774	121.31500	121.25745
5775	120.28700	121.26795
5776	119.84200	121.27845
5777	121.14300	121.28895
5778	121.16600	121.29945
5779	121.80700	121.30994
5780	120.72200	121.32044
5781	121.20300	121.33093
5782	121.94600	121.34143
5783	121.13100	121.35192
5784	121.67400	121.36241
5785	122.65700	121.37290
5786	121.02500	121.38339
5787	121.22200	121.39388
5788	120.79500	121.40437
5789	122.56100	121.41486
5790	123.33300	121.42534
5791	121.89500	121.43583
5792	121.76900	121.44631
5793	121.23200	121.45680
5794	122.71700	121.46728
5795	121.05000	121.47776
5796	122.86700	121.48824
5797	119.36300	121.49872
5798	122.36500	121.50920
5799	123.64500	121.51968
5800	121.66000	121.53016
5801	121.00600	121.54063
5802	124.27900	121.55111
5803	122.34100	121.56158
5804	122.74200	121.57206
5805	120.54600	121.58253
5806	122.80600	121.59300
5807	121.12000	121.60347
5808	121.43500	121.61394
5809	122.17600	121.62441
5810	121.41100	121.63488
5811	119.09900	121.64535
5812	122.01400	121.65581
5813	120.41800	121.66628
5814	121.23600	121.67674
5815	122.93400	121.68721
5816	122.22200	121.69767
5817	121.55300	121.70813
5818	121.69200	121.71859
5819	120.62800	121.72905
5820	121.97400	121.73951
5821	122.64800	121.74997
5822	120.71300	121.76043
5823	120.84100	121.77088
5824	122.26600	121.78134
5825	123.12400	121.79179
5826	124.01300	121.80225
5827	120.97800	121.81270
5828	122.09700	121.82315
5829	122.16900	121.83360
5830	121.54800	121.84405
5831	120.16400	121.85450
5832	121.73300	121.86495
5833	123.79800	121.87540
5834	122.47300	121.88584
5835	123.61500	121.89629
5836	122.82400	121.90673
5837	121.40300	121.91718
5838	121.01000	121.92762
5839	123.02500	121.93806
5840	123.64400	121.94851
5841	122.51600	121.95895
5842	120.91700	121.96938
5843	123.13200	121.97982
5844	122.17700	121.99026
5845	121.65200	122.00070
5846	122.36800	122.01113
5847	122.37600	122.02157
5848	121.92700	122.03200
5849	123.96600	122.04244
5850	123.77900	122.05287
5851	121.11400	122.06330
5852	121.82600	122.07373
5853	123.13500	122.08416
5854	121.76300	122.09459
5855	123.09100	122.10502
5856	122.04500	122.11544
5857	120.07600	122.12587
5858	123.08900	122.13629
5859	122.99200	122.14672
5860	122.43200	122.15714
5861	121.33100	122.16757
5862	123.42300	122.17799
5863	121.80900	122.18841
5864	123.25000	122.19883
5865	123.18600	122.20925
5866	120.70700	122.21966
5867	119.83900	122.23008
5868	123.50800	122.24050
5869	121.68700	122.25091
5870	125.94000	122.26133
5871	120.82300	122.27174
5872	120.37100	122.28215
5873	121.59000	122.29257
5874	124.38000	122.30298
5875	122.34100	122.31339
5876	122.95300	122.32380
5877	122.16800	122.33420
5878	122.80400	122.34461
5879	120.78500	122.35502
5880	125.00000	122.36542
5881	121.95700	122.37583
5882	122.08100	122.38623
5883	122.15500	122.39664
5884	120.91500	122.40704
5885	123.48400	122.41744
5886	122.72900	122.42784
5887	124.24800	122.43824
5888	120.56900	122.44864
5889	123.64200	122.45904
5890	120.68500	122.46943
5891	120.34500	122.47983
5892	122.39300	122.49022
5893	121.78600	122.50062
5894	123.62700	122.51101
5895	123.01900	122.52140
5896	123.62800	122.53179
5897	122.92900	122.54219
5898	121.66700	122.55258
5899	125.65100	122.56296
5900	121.26500	122.57335
5901	121.83500	122.58374
5902	120.16800	122.59413
5903	122.94000	122.60451
5904	123.56100	122.61490
5905	123.41200	122.62528
5906	124.55600	122.63566
5907	121.79300	122.64604
5908	123.73300	122.65642
5909	122.02700	122.66680
5910	122.38000	122.67718
5911	123.75000	122.68756
5912	120.71200	122.69794
5913	122.70600	122.70832
5914	124.18500	122.71869
5915	122.68500	122.72907
5916	123.37100	122.73944
5917	122.02600	122.74981
5918	122.20000	122.76019
5919	123.08000	122.77056
5920	121.77900	122.78093
5921	127.05900	122.79130
5922	123.02400	122.80167
5923	121.98700	122.81203
5924	123.42100	122.82240
5925	123.23700	122.83277
5926	121.68200	122.84313
5927	124.37500	122.85350
5928	123.10000	122.86386
5929	122.94200	122.87422
5930	122.25800	122.88458
5931	122.52000	122.89494
5932	121.57700	122.90530
5933	122.40900	122.91566
5934	123.70300	122.92602
5935	122.86100	122.93638
5936	120.73200	122.94674
5937	121.63900	122.95709
5938	123.68400	122.96745
5939	122.14700	122.97780
5940	124.36500	122.98815
5941	122.58200	122.99851
5942	121.57600	123.00886
5943	122.37000	123.01921
5944	122.86700	123.02956
5945	124.74200	123.03990
5946	123.32300	123.05025
5947	126.01500	123.06060
5948	122.58900	123.07095
5949	123.96800	123.08129
5950	122.37400	123.09163
5951	122.24600	123.10198
5952	121.70900	123.11232
5953	123.47600	123.12266
5954	122.76700	123.13300
5955	123.19400	123.14334
5956	124.07300	123.15368
5957	122.85500	123.16402
5958	122.01400	123.17436
5959	122.02200	123.18469
5960	122.33600	123.19503
5961	124.66200	123.20536
5962	122.21700	123.21570
5963	122.40900	123.22603
5964	123.87900	123.23636
5965	124.80500	123.24669
5966	123.14800	123.25703
5967	121.55000	123.26735
5968	122.68100	123.27768
5969	125.27300	123.28801
5970	123.58800	123.29834
5971	121.85700	123.30866
5972	123.64500	123.31899
5973	125.05300	123.32931
5974	126.12800	123.33964
5975	124.22900	123.34996
5976	123.03000	123.36028
5977	123.89000	123.37060
5978	122.62500	123.38092
5979	124.61800	123.39124
5980	124.44700	123.40156
5981	123.58100	123.41188
5982	122.83600	123.42219
5983	122.13100	123.43251
5984	122.43900	123.44282
5985	121.84100	123.45314
5986	123.97000	123.46345
5987	122.71600	123.47376
5988	124.20700	123.48408
5989	123.96500	123.49439
5990	123.48600	123.50470
5991	123.44000	123.51500
5992	123.37000	123.52531
5993	123.65800	123.53562
5994	125.78400	123.54593
5995	123.83800	123.55623
5996	124.70600	123.56654
5997	124.72100	123.57684
5998	122.88200	123.58714
5999	123.15600	123.59744
6000	124.74500	123.60774
6001	122.36200	123.61804
6002	124.73100	123.62834
6003	122.33700	123.63864
6004	123.03100	123.64894
6005	121.75700	123.65924
6006	125.23900	123.66953
6007	123.51000	123.67983
6008	123.18600	123.69012
6009	122.30900	123.70042
6010	123.47900	123.71071
6011	122.46700	123.72100
6012	124.10900	123.73129
6013	123.95600	123.74158
6014	124.17600	123.75187
6015	122.86400	123.76216
6016	124.65800	123.77245
6017	124.90000	123.78273
6018	122.84500	123.79302
6019	123.54800	123.80330
6020	124.88000	123.81359
6021	123.84000	123.82387
6022	124.55800	123.83415
6023	123.65500	123.84443
6024	126.57800	123.85471
6025	125.59500	123.86499
6026	123.50000	123.87527
6027	124.70100	123.88555
6028	125.45000	123.89583
6029	125.72900	123.90610
6030	122.25100	123.91638
6031	122.16900	123.92665
6032	122.11700	123.93693
6033	123.29300	123.94720
6034	123.18000	123.95747
6035	123.48000	123.96774
6036	124.79500	123.97801
6037	125.02400	123.98828
6038	124.10600	123.99855
6039	124.22400	124.00882
6040	123.39000	124.01909
6041	124.57200	124.02935
6042	123.44100	124.03962
6043	124.70400	124.04988
6044	122.78800	124.06015
6045	123.44800	124.07041
6046	123.53000	124.08067
6047	122.98700	124.09093
6048	123.65100	124.10119
6049	122.22200	124.11145
6050	124.75500	124.12171
6051	122.13900	124.13197
6052	123.98700	124.14222
6053	125.73200	124.15248
6054	122.30200	124.16273
6055	124.73800	124.17299
6056	123.84000	124.18324
6057	121.55300	124.19349
6058	124.46300	124.20375
6059	121.98600	124.21400
6060	122.56300	124.22425
6061	122.94000	124.23450
6062	122.93100	124.24474
6063	123.95800	124.25499
6064	125.53800	124.26524
6065	127.50700	124.27548
6066	123.15800	124.28573
6067	123.25900	124.29597
6068	125.93100	124.30622
6069	124.18200	124.31646
6070	121.15400	124.32670
6071	124.71100	124.33694
6072	123.70800	124.34718
6073	122.48100	124.35742
6074	124.12800	124.36766
6075	125.74700	124.37789
6076	121.99000	124.38813
6077	123.92700	124.39837
6078	125.25800	124.40860
6079	124.16400	124.41883
6080	126.17000	124.42907
6081	123.47400	124.43930
6082	127.01000	124.44953
6083	124.20600	124.45976
6084	126.41100	124.46999
6085	123.13600	124.48022
6086	123.32400	124.49045
6087	125.70300	124.50068
6088	124.06400	124.51090
6089	123.88400	124.52113
6090	122.94000	124.53135
6091	123.22700	124.54158
6092	123.87800	124.55180
6093	123.90700	124.56202
6094	124.20600	124.57224
6095	125.67600	124.58246
6096	123.37600	124.59268
6097	125.63700	124.60290
6098	125.94100	124.61312
6099	125.73200	124.62334
6100	127.27100	124.63355
6101	124.28300	124.64377
6102	125.46500	124.65398
6103	123.82400	124.66420
6104	124.19400	124.67441
6105	125.23900	124.68462
6106	125.94800	124.69483
6107	126.39000	124.70504
6108	123.96300	124.71525
6109	124.29100	124.72546
6110	125.94300	124.73567
6111	124.37600	124.74588
6112	125.20000	124.75608
6113	125.04400	124.76629
6114	122.79900	124.77649
6115	127.27800	124.78670
6116	123.69100	124.79690
6117	124.09900	124.80710
6118	125.46600	124.81730
6119	125.53700	124.82750
6120	125.03100	124.83770
6121	125.81800	124.84790
6122	123.46100	124.85810
6123	124.39300	124.86830
6124	124.76600	124.87849
6125	126.26000	124.88869
6126	124.20200	124.89888
6127	123.36300	124.90908
6128	123.37800	124.91927
6129	124.00000	124.92946
